Platform,Category_Level,Category,Total_Records,Price_Filled,Rating_Filled,Review_Filled,Sold_Filled,Brand_Filled
Lazada,L3,Dụng Cụ Chăm Sóc Sức Khỏe,9,9,4,4,4,2
Lazada,L3,Dinh Dưỡng Thể Thao,9,9,6,6,7,6
Lazada,L3,Vệ Sinh Phụ Nữ,9,9,9,9,8,2
Lazada,L3,Vòng hỗ trợ lấy nét,9,9,9,9,7,2
Lazada,L3,Trà Giảm Cân,9,9,9,9,9,1
Lazada,L3,Sandals,9,9,7,7,8,0
Lazada,L3,Phụ kiện đồ lót và đồ bơi nữ,9,9,6,6,6,1
Lazada,L3,Túi Giặt & Bóng Giặt,9,9,5,5,0,3
Lazada,L3,Sản Phẩm Spa,9,9,3,3,3,0
Lazada,L3,Túi Tote,9,9,7,7,7,1
Lazada,L3,Thuốc Nhuộm Tóc,9,9,5,5,9,2
Lazada,L3,Kiểm Soát Cân Nặng,8,8,2,2,4,1
Lazada,L3,Quần dài và quần bó,8,8,7,7,8,3
Lazada,L3,Các Xét Nghiệm Y Tế,8,8,5,5,5,4
Lazada,L3,Sneakers,8,8,8,8,7,4
Lazada,L3,Chăm Sóc Cho Người Cao Tuổi,8,8,7,7,7,4
Lazada,L3,Công tắc thông minh,8,8,0,0,8,0
Lazada,L3,Thiết bị giám sát thông minh,8,8,8,8,8,3
Lazada,L3,Nhẫn thông minh,8,8,7,7,7,5
Lazada,L3,Máy Đo Bước,8,8,3,3,3,5
Lazada,L3,Bộ thu sóng Wifi,8,8,7,7,6,1
Lazada,L3,Trang Sức Cao Cấp,7,7,4,4,4,1
Lazada,L3,Đế tản nhiệt,7,7,6,6,7,1
Lazada,L3,Máy giặt - sấy,7,7,3,3,2,5
Lazada,L3,Pin máy bay Camera,7,7,4,4,2,5
Lazada,L3,Tripods & Monopods,7,7,5,5,6,7
Lazada,L3,Modems,7,7,0,0,3,0
Lazada,L3,Balo máy ảnh,7,7,4,4,4,6
Lazada,L3,Kiểm Soát & Đốt Mỡ,7,7,3,3,4,1
Lazada,L3,Thuốc Mỡ & Kem,7,7,1,1,7,1
Lazada,L3,Phụ kiện đồ lót,7,7,5,5,6,1
Lazada,L3,Thắt lưng nữ,7,7,0,0,7,0
Lazada,L3,Kem Nền BB,7,7,4,4,5,3
Lazada,L3,Ổ cứng gắn trong,7,7,0,0,4,0
Lazada,L3,Ống Nghe,7,7,5,5,7,2
Lazada,L3,Camera Ip Kết Nối Internet,7,7,3,3,0,3
Lazada,L3,Chân váy,6,6,4,4,5,0
Lazada,L3,Bộ khuếch đại wifi,6,6,0,0,5,0
Lazada,L3,Tampon,6,6,0,0,3,0
Lazada,L3,Đầm Nữ,6,6,6,6,6,2
Lazada,L3,Sức Khỏe Phái Nam,6,6,3,3,6,0
Lazada,L3,SIM & Thẻ cào,6,6,0,0,6,0
Lazada,L3,Bikini,6,6,6,6,5,1
Lazada,L3,Cây nước nóng lạnh,6,6,6,6,6,1
Lazada,L3,Đồng hồ bé trai,6,6,4,4,4,1
Lazada,L3,Máy hút khói,6,6,3,3,3,4
Lazada,L3,Wifi Modems,6,6,6,6,6,0
Lazada,L3,USB OTG,6,6,6,6,6,1
Lazada,L3,Phụ Kiện Đồng Hồ,6,6,5,5,3,3
Lazada,L3,Phụ kiện thiết bị thực tế ảo,6,6,1,1,2,5
Lazada,L3,Kem Ngực,6,6,6,6,5,1
Lazada,L3,Túi Đeo Chéo,6,6,6,6,6,4
Lazada,L3,Đồng Hồ Cao Cấp,6,6,6,6,5,2
Lazada,L3,Hỗ Trợ Xương Khớp,6,6,6,6,6,0
Lazada,L3,Áo sơ mi,6,6,0,0,6,0
Lazada,L3,Áo thun,6,6,6,6,6,1
Lazada,L3,Tóc & Móng,6,6,5,5,6,2
Lazada,L3,Điểm truy cập mạng,6,6,6,6,6,4
Lazada,L3,Dép,6,6,0,0,6,0
Lazada,L3,Đồng Hồ Thể Thao,5,5,5,5,5,4
Lazada,L3,Ổ cứng SSD gắn ngoài,5,5,0,0,5,0
Lazada,L3,Đồng Hồ Đi Chơi,5,5,5,5,5,3
Lazada,L3,Mascara,5,5,5,5,4,2
Lazada,L3,Card đồ họa,5,5,0,0,2,0
Lazada,L3,Cân & Phân Tích Lượng Mỡ Cơ Thể,5,5,5,5,4,1
Lazada,L3,Khẩu trang vải,5,5,5,5,5,2
Lazada,L3,Nước Súc Miệng,5,5,4,4,5,4
Lazada,L3,Túi Xách,5,5,5,5,5,2
Lazada,L3,Ổ đĩa rời,5,5,5,5,4,1
Lazada,L3,Giày cao gót,4,4,4,4,4,1
Lazada,L3,Bút laser,4,4,3,3,4,0
Lazada,L3,Máy Giảm Cân,4,4,0,0,2,0
Lazada,L3,Máy Xông Mũi Họng,4,4,4,4,4,1
Lazada,L3,Ví Dự Tiệc,4,4,0,0,2,0
Lazada,L3,Cầu Là Quần Áo,3,3,2,2,0,0
Lazada,L3,USB,2,2,2,2,2,1
